thesis_id,domain,claim,key_strata,registry_complete,priority,atlas_status,testability,testability_reason,decision_status,evidence_level,source_artifact,domain_artifact_family,strata_reviewed,review_status,evidence_summary,power_summary,leakage_risk,implementation_path,next_action
WCT-FOEHN-002,FOEHN,The dewpoint collapse RATE (H20 validated) captures foehn onset timing better than the depression level; rapid collapse (>2 C/h) at 06:00–09:00 is the strongest warming signal,"collapse rate, onset hour, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"collapse rate, onset hour, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-003,FOEHN,Foehn collapse timing in the afternoon (NW weakens → temperature drops) determines final Tmax; days with late foehn collapse are the primary late-spike days in spring-summer,"collapse hour, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"collapse hour, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-004,FOEHN,"By month, the foehn score threshold that separates days with Tmax anomaly > +3 C must be calibrated from data, not fixed at 60","month, foehn_score bins",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"month, foehn_score bins",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-005,FOEHN,Multi-day foehn sequences show progressive drying and warming; day 2 and day 3 of a foehn event have different Tmax distributions than day 1,"consecutive foehn days, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"consecutive foehn days, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-006,FOEHN,"Pre-foehn cloud burn-off (cloud at CP20-21, clearing by CP23 with dewpoint falling) is a validated foehn development signal before full foehn score is reached","cloud trend, dewpoint trend, CP",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"cloud trend, dewpoint trend, CP",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-007,FOEHN,Foehn events with precipitation (pre-frontal rain while NW still present) are currently captured as southerly_disrupted; their Tmax distribution is bimodal (warming vs suppressed),"precip flag + NW flag, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"precip flag + NW flag, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-008,FOEHN,Wind backing from N to NW to W during morning signals foehn weakening; direction of backing predicts whether the foehn will sustain through the afternoon,"backing/veering, morning hours, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"backing/veering, morning hours, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-009,FOEHN,The NW/W sector (280–310°) crossing cold Cook Strait produces false foehn: dewpoint drops from adiabatic descent but temperature does not rise above maritime baseline,"sector, Tmax anomaly, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"sector, Tmax anomaly, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-010,FOEHN,Summer foehn adds to already-high solar heating (superadditive); winter foehn is the dominant warmth source. The same foehn_score produces different Tmax anomalies by month,"month, foehn_score, Tmax anomaly",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"month, foehn_score, Tmax anomaly",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-011,FOEHN,Strong foehn events suppress cloud formation via subsidence; the cloud_cover_suppression signal on foehn days has a physically different mechanism than cloud suppression on calm radiative days,"regime, cloud signal, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"regime, cloud signal, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-012,FOEHN,The dewpoint depression at CP predicts remaining warming potential differently on foehn vs non-foehn days; the interaction (depression × foehn regime) is stronger than either alone,"regime, dewpoint depression, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"regime, dewpoint depression, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-013,FOEHN,Foehn events are more reliably identifiable at CP23 than CP20 because dewpoint collapse onset typically occurs between 21:00 and 23:00,"CP, dewpoint collapse, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"CP, dewpoint collapse, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-014,FOEHN,The altitude of descending foehn air (proxy: QNH level above seasonal mean) determines adiabatic warming contribution; higher-than-normal QNH amplifies foehn heating,"QNH anomaly, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"QNH anomaly, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-FOEHN-015,FOEHN,"After foehn ends, dewpoint recovery rate (rising back toward maritime levels) predicts how quickly foehn warming dissipates by evening","recovery rate, foehn end hour, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_foehn_score_bins_by_month_cp.csv,foehn,"recovery rate, foehn end hour, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-001,RAIN,Rain timing matters: rain only before 06:00 suppresses Tmax less than rain falling 08:00–12:00 which directly blocks solar heating,"rain timing window, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"rain timing window, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-002,RAIN,Post-rain clearing rate (cloud cover decreasing after rain ends) predicts whether a late spike is achievable; faster clearing = later and higher Tmax,"clearing rate, clearing start hour, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"clearing rate, clearing start hour, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-003,RAIN,D-1 rainfall affects D-0 Tmax via soil moisture and evapotranspiration; wet soil increases latent heat flux and suppresses Tmax,"D-1 precip, month, regime",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"D-1 precip, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-004,RAIN,"Light precipitation (p01i < 0.5 mm/h) with NW wind is likely orographic drizzle, not frontal rain; these days should not trigger southerly_disrupted","precip intensity, wind sector, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"precip intensity, wind sector, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-005,RAIN,"The combination rain + NW (pre-frontal rain, NW still present) vs rain + southerly (post-frontal rain) have different Tmax predictions; current classifier conflates them","wind sector during rain, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"wind sector during rain, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-006,RAIN,Summer rain events recover faster post-clearing than winter (stronger solar angle after clearing); the rain-Tmax suppression slope differs by month,"month, clearing lag",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"month, clearing lag",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-007,RAIN,Heavy morning rain + rapid clearing (southerly front passing quickly) generates the steepest post-clearing temperature rise; post-clearing rate is a late-spike predictor,"clearing duration, rain intensity, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"clearing duration, rain intensity, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-008,RAIN,Cumulative 3-day precipitation (D-2 + D-1 + D-0 morning) as a soil moisture proxy predicts Tmax suppression; effect is largest in summer when evapotranspiration is highest,"3-day cumulative, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"3-day cumulative, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-009,RAIN,"The post-frontal ""clearing window"" — rapid temperature rise after southerly passage — has a month-dependent duration and starting time that can be learned from historical data","month, frontal passage hour",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"month, frontal passage hour",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-010,RAIN,Rain days that become warm and sunny by 14:00 are systematically underforecast; morning rain dominates model prediction without accounting for post-clearing dynamics,"clearing time bin, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"clearing time bin, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-011,RAIN,Northern orographic rain (NW flow with drizzle on Tararua NE slopes) is a specific Wellington pattern where airport Tmax can be high despite recorded light precipitation,"precip type proxy, wind sector, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"precip type proxy, wind sector, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-012,RAIN,"Sequential rain events (D-2 and D-1 both wet, then D-0 dry) produce stronger soil moisture suppression than isolated single-day rain","rain sequence, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"rain sequence, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-013,RAIN,The probability of post-frontal clearing is historically quantifiable by month and frontal speed proxy (pressure rise rate); this prior is the fallback when NWP data is unavailable,"pressure rise rate, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"pressure rise rate, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-014,RAIN,Thermal recovery after clearing (temperature rising >2 C/h after cloud lifts) is a late-Tmax precursor detectable intraday; its historical frequency and magnitude vary by month,"recovery rate threshold, month",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"recovery rate threshold, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-RAIN-015,RAIN,"By season, the fraction of rain days that achieve above-climatology Tmax (post-clearing overshoot) varies; spring may have the highest rate of post-clearing recovery","month, post-clearing Tmax anomaly",true,1,E0_candidate,priority_eda,High-risk Onda 2E domain; run in first EDA wave.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,rain,"month, post-clearing Tmax anomaly",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-001,CLOUD,"METAR sky condition (cloud_cover_suppression, H12 validated) requires stratification by base height; the suppression effect of OVC002 vs OVC100 differs by an order of magnitude","cloud base height, month, regime",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"cloud base height, month, regime",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-002,CLOUD,"By month, the typical cloud base height at Wellington differs; winter stratus tends lower (300–600 m), summer cloud higher (1000–2000 m) or convective","month, cloud base distribution",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"month, cloud base distribution",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-003,CLOUD,Morning cloud that burns off by 11:00 has a different Tmax impact than cloud that builds in the afternoon; cloud trajectory matters more than cloud state at CP,"cloud trend direction, clearing time, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"cloud trend direction, clearing time, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-004,CLOUD,"H23 (cloud_base_transparency, validated) needs month-stratified re-test; the base-height effect on transparency may be larger in spring (high solar angle) than in winter","month, cloud base",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"month, cloud base",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-005,CLOUD,Fog and very low stratus (<300 m) in Wellington mornings suppresses early warming severely but often burns off by 10:00 on NW days; its post-burn-off warming rate is a late-Tmax signal,"fog flag, NW wind, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"fog flag, NW wind, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-006,CLOUD,Stratocumulus from the south (SCT/BKN at 1000–3000 ft) has base height encoding air mass stability; lower base = moister/more stable = more sustained suppression,"base height, wind sector, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"base height, wind sector, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-007,CLOUD,High cloud only (FEW/SCT above 10 000 ft) does not significantly suppress Tmax in summer; the same cloud at low solar angle in winter may reduce Tmax by 0.5–1 C,"month, cloud base height",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"month, cloud base height",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-008,CLOUD,"On clear-sky (SKC/FEW > 20 000 ft) days, Tmax variance is explained by wind sector and regime, not by cloud; cloud suppression feature should be disabled for clear-sky days","clear flag, regime, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"clear flag, regime, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-009,CLOUD,"Mixed cloud days (cloud at CP, clear by afternoon) generate late Tmax by thermodynamic delay; the delay magnitude scales with how long before noon the clearing occurs","clearing time relative to solar noon, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"clearing time relative to solar noon, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-010,CLOUD,Cloud cover at CP does not predict cloud cover at Tmax hour; historical cloud persistence rates by month/regime pair are needed as a prior for models,"month, regime, cloud persistence rate",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"month, regime, cloud persistence rate",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-011,CLOUD,Wellington orographic cloud (Tararua range shielding) creates cases where airport METAR shows partial cloud while the synoptic pattern is NW foehn; these days are foehn mislabeled as partial cloud,"NW flow + partial cloud, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"NW flow + partial cloud, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
WCT-CLOUD-012,CLOUD,Multi-layer cloud reports (2+ distinct layers) produce more persistent suppression than single-layer thin cloud,"layer count, month",true,2,E0_candidate,available_eda,Testable with current local artifacts or descriptive EDA.,SUPPORTED,E2_descriptive_domain,reports/onda2e/domain_thesis_evidence.csv,cloud,"layer count, month",SUPPORTED_DESCRIPTIVE_EVIDENCE,Local domain EDA provides descriptive support; causal feature promotion remains separate.,"21824 feature rows, 5456 days, 12 months, 4 CPs; power=PASS.",No production feature or classifier is promoted by this thesis-level decision.,documented_evidence_only,Use this decision only through ADR-012 queues; no production feature or classifier change.
